"REF_DATE","GEO","DGUID","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1987","Saskatchewan","2016A000247","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783324","9.7","636","","","","0"
"1987","Saskatchewan","2016A000247","Gross mixed income","Dollars","81","millions","6","v62783325","9.8","3602","","","","0"
"1987","Saskatchewan","2016A000247","Net mixed income","Dollars","81","millions","6","v62783326","9.9","2452","","","","0"
"1987","Saskatchewan","2016A000247","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783327","9.10","1151","","","","0"
"1987","Saskatchewan","2016A000247","Taxes less subsidies on production","Dollars","81","millions","6","v62783328","9.11","759","","","","0"
"1987","Saskatchewan","2016A000247","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783329","9.12","-173","","","","0"
"1987","Saskatchewan","2016A000247","Statistical discrepancy","Dollars","81","millions","6","v62783330","9.13","44","","","","0"
"1987","Saskatchewan","2016A000247","Gross domestic product at market prices","Dollars","81","millions","6","v62783331","9.14","18533","","","","0"
"1987","Alberta","2016A000248","Compensation of employees","Dollars","81","millions","6","v62783332","10.1","27864","","","","0"
"1987","Alberta","2016A000248","Wages and salaries","Dollars","81","millions","6","v62783333","10.2","25505","","","","0"
"1987","Alberta","2016A000248","Employers' social contributions","Dollars","81","millions","6","v62783334","10.3","2359","","","","0"
"1987","Alberta","2016A000248","Gross operating surplus","Dollars","81","millions","6","v62783335","10.4","22921","","","","0"
"1987","Alberta","2016A000248","Net operating surplus: corporations","Dollars","81","millions","6","v62783336","10.5","12099","","","","0"
"1987","Alberta","2016A000248","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783337","10.6","8883","","","","0"
"1987","Alberta","2016A000248","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783338","10.7","1939","","","","0"
"1987","Alberta","2016A000248","Gross mixed income","Dollars","81","millions","6","v62783339","10.8","7718","","","","0"
"1987","Alberta","2016A000248","Net mixed income","Dollars","81","millions","6","v62783340","10.9","5672","","","","0"
"1987","Alberta","2016A000248","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783341","10.10","2046","","","","0"
"1987","Alberta","2016A000248","Taxes less subsidies on production","Dollars","81","millions","6","v62783342","10.11","2078","","","","0"
"1987","Alberta","2016A000248","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783343","10.12","1394","","","","0"
"1987","Alberta","2016A000248","Statistical discrepancy","Dollars","81","millions","6","v62783344","10.13","-264","","","","0"
"1987","Alberta","2016A000248","Gross domestic product at market prices","Dollars","81","millions","6","v62783345","10.14","61711","","","","0"
"1987","British Columbia","2016A000259","Compensation of employees","Dollars","81","millions","6","v62783346","11.1","32837","","","","0"
"1987","British Columbia","2016A000259","Wages and salaries","Dollars","81","millions","6","v62783347","11.2","29906","","","","0"
"1987","British Columbia","2016A000259","Employers' social contributions","Dollars","81","millions","6","v62783348","11.3","2931","","","","0"
"1987","British Columbia","2016A000259","Gross operating surplus","Dollars","81","millions","6","v62783349","11.4","14358","","","","0"
"1987","British Columbia","2016A000259","Net operating surplus: corporations","Dollars","81","millions","6","v62783350","11.5","6902","","","","0"
"1987","British Columbia","2016A000259","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783351","11.6","5858","","","","0"
"1987","British Columbia","2016A000259","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783352","11.7","1598","","","","0"
"1987","British Columbia","2016A000259","Gross mixed income","Dollars","81","millions","6","v62783353","11.8","10290","","","","0"
"1987","British Columbia","2016A000259","Net mixed income","Dollars","81","millions","6","v62783354","11.9","8103","","","","0"
"1987","British Columbia","2016A000259","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783355","11.10","2187","","","","0"
"1987","British Columbia","2016A000259","Taxes less subsidies on production","Dollars","81","millions","6","v62783356","11.11","2607","","","","0"
"1987","British Columbia","2016A000259","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783357","11.12","5152","","","","0"
"1987","British Columbia","2016A000259","Statistical discrepancy","Dollars","81","millions","6","v62783358","11.13","-97","","","","0"
"1987","British Columbia","2016A000259","Gross domestic product at market prices","Dollars","81","millions","6","v62783359","11.14","65147","","","","0"
"1987","Yukon","2016A000260","Compensation of employees","Dollars","81","millions","6","v62783360","12.1","385","","","","0"
"1987","Yukon","2016A000260","Wages and salaries","Dollars","81","millions","6","v62783361","12.2","357","","","","0"
"1987","Yukon","2016A000260","Employers' social contributions","Dollars","81","millions","6","v62783362","12.3","28","","","","0"
"1987","Yukon","2016A000260","Gross operating surplus","Dollars","81","millions","6","v62783363","12.4","405","","","","0"
"1987","Yukon","2016A000260","Net operating surplus: corporations","Dollars","81","millions","6","v62783364","12.5","236","","","","0"
"1987","Yukon","2016A000260","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783365","12.6","108","","","","0"
"1987","Yukon","2016A000260","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783366","12.7","61","","","","0"
"1987","Yukon","2016A000260","Gross mixed income","Dollars","81","millions","6","v62783367","12.8","70","","","","0"
"1987","Yukon","2016A000260","Net mixed income","Dollars","81","millions","6","v62783368","12.9","53","","","","0"
"1987","Yukon","2016A000260","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783369","12.10","17","","","","0"
"1987","Yukon","2016A000260","Taxes less subsidies on production","Dollars","81","millions","6","v62783370","12.11","15","","","","0"
"1987","Yukon","2016A000260","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783371","12.12","27","","","","0"
"1987","Yukon","2016A000260","Statistical discrepancy","Dollars","81","millions","6","v62783372","12.13","18","","","","0"
"1987","Yukon","2016A000260","Gross domestic product at market prices","Dollars","81","millions","6","v62783373","12.14","920","","","","0"
"1987","Northwest Territories including Nunavut","","Compensation of employees","Dollars","81","millions","6","v79441612","16.1","860","","","","0"
"1987","Northwest Territories including Nunavut","","Wages and salaries","Dollars","81","millions","6","v79441613","16.2","801","","","","0"
"1987","Northwest Territories including Nunavut","","Employers' social contributions","Dollars","81","millions","6","v79441614","16.3","59","","","","0"
"1987","Northwest Territories including Nunavut","","Gross operating surplus","Dollars","81","millions","6","v79441615","16.4","726","","","","0"
"1987","Northwest Territories including Nunavut","","Net operating surplus: corporations","Dollars","81","millions","6","v79441616","16.5","-393","","","","0"
"1987","Northwest Territories including Nunavut","","Consumption of fixed capital: corporations","Dollars","81","millions","6","v79441617","16.6","1005","","","","0"
"1987","Northwest Territories including Nunavut","","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v79441618","16.7","114","","","","0"
"1987","Northwest Territories including Nunavut","","Gross mixed income","Dollars","81","millions","6","v79441619","16.8","124","","","","0"
"1987","Northwest Territories including Nunavut","","Net mixed income","Dollars","81","millions","6","v79441620","16.9","99","","","","0"
"1987","Northwest Territories including Nunavut","","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v79441621","16.10","25","","","","0"
"1987","Northwest Territories including Nunavut","","Taxes less subsidies on production","Dollars","81","millions","6","v79441622","16.11","24","","","","0"
"1987","Northwest Territories including Nunavut","","Taxes less subsidies on products and imports","Dollars","81","millions","6","v79441623","16.12","47","","","","0"
"1987","Northwest Territories including Nunavut","","Statistical discrepancy","Dollars","81","millions","6","v79441624","16.13","11","","","","0"
"1987","Northwest Territories including Nunavut","","Gross domestic product at market prices","Dollars","81","millions","6","v79441625","16.14","1792","","","","0"
"1987","Northwest Territories","2016A000261","Compensation of employees","Dollars","81","millions","6","v62783374","13.1","","..","","","0"
"1987","Northwest Territories","2016A000261","Wages and salaries","Dollars","81","millions","6","v62783375","13.2","","..","","","0"
"1987","Northwest Territories","2016A000261","Employers' social contributions","Dollars","81","millions","6","v62783376","13.3","","..","","","0"
"1987","Northwest Territories","2016A000261","Gross operating surplus","Dollars","81","millions","6","v62783377","13.4","","..","","","0"
"1987","Northwest Territories","2016A000261","Net operating surplus: corporations","Dollars","81","millions","6","v62783378","13.5","","..","","","0"
"1987","Northwest Territories","2016A000261","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783379","13.6","","..","","","0"
"1987","Northwest Territories","2016A000261","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783380","13.7","","..","","","0"
"1987","Northwest Territories","2016A000261","Gross mixed income","Dollars","81","millions","6","v62783381","13.8","","..","","","0"
"1987","Northwest Territories","2016A000261","Net mixed income","Dollars","81","millions","6","v62783382","13.9","","..","","","0"
"1987","Northwest Territories","2016A000261","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783383","13.10","","..","","","0"
"1987","Northwest Territories","2016A000261","Taxes less subsidies on production","Dollars","81","millions","6","v62783384","13.11","","..","","","0"
"1987","Northwest Territories","2016A000261","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783385","13.12","","..","","","0"
"1987","Northwest Territories","2016A000261","Statistical discrepancy","Dollars","81","millions","6","v62783386","13.13","","..","","","0"
"1987","Northwest Territories","2016A000261","Gross domestic product at market prices","Dollars","81","millions","6","v62783387","13.14","","..","","","0"
"1987","Nunavut","2016A000262","Compensation of employees","Dollars","81","millions","6","v62783388","14.1","","..","","","0"
"1987","Nunavut","2016A000262","Wages and salaries","Dollars","81","millions","6","v62783389","14.2","","..","","","0"
"1987","Nunavut","2016A000262","Employers' social contributions","Dollars","81","millions","6","v62783390","14.3","","..","","","0"
"1987","Nunavut","2016A000262","Gross operating surplus","Dollars","81","millions","6","v62783391","14.4","","..","","","0"
"1987","Nunavut","2016A000262","Net operating surplus: corporations","Dollars","81","millions","6","v62783392","14.5","","..","","","0"
"1987","Nunavut","2016A000262","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783393","14.6","","..","","","0"
"1987","Nunavut","2016A000262","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783394","14.7","","..","","","0"
"1987","Nunavut","2016A000262","Gross mixed income","Dollars","81","millions","6","v62783395","14.8","","..","","","0"
"1987","Nunavut","2016A000262","Net mixed income","Dollars","81","millions","6","v62783396","14.9","","..","","","0"
"1987","Nunavut","2016A000262","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783397","14.10","","..","","","0"
"1987","Nunavut","2016A000262","Taxes less subsidies on production","Dollars","81","millions","6","v62783398","14.11","","..","","","0"
"1987","Nunavut","2016A000262","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783399","14.12","","..","","","0"
"1987","Nunavut","2016A000262","Statistical discrepancy","Dollars","81","millions","6","v62783400","14.13","","..","","","0"
"1987","Nunavut","2016A000262","Gross domestic product at market prices","Dollars","81","millions","6","v62783401","14.14","","..","","","0"
"1987","Outside Canada","","Compensation of employees","Dollars","81","millions","6","v62783402","15.1","592","","","","0"
"1987","Outside Canada","","Wages and salaries","Dollars","81","millions","6","v62783403","15.2","528","","","","0"
"1987","Outside Canada","","Employers' social contributions","Dollars","81","millions","6","v62783404","15.3","64","","","","0"
"1987","Outside Canada","","Gross operating surplus","Dollars","81","millions","6","v62783405","15.4","31","","","","0"
"1987","Outside Canada","","Net operating surplus: corporations","Dollars","81","millions","6","v62783406","15.5","0","","","","0"
"1987","Outside Canada","","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783407","15.6","0","","","","0"
"1987","Outside Canada","","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783408","15.7","31","","","","0"
"1987","Outside Canada","","Gross mixed income","Dollars","81","millions","6","v62783409","15.8","0","","","","0"
"1987","Outside Canada","","Net mixed income","Dollars","81","millions","6","v62783410","15.9","0","","","","0"
"1987","Outside Canada","","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783411","15.10","0","","","","0"
"1987","Outside Canada","","Taxes less subsidies on production","Dollars","81","millions","6","v62783412","15.11","0","","","","0"
"1987","Outside Canada","","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783413","15.12","0","","","","0"
"1987","Outside Canada","","Statistical discrepancy","Dollars","81","millions","6","v62783414","15.13","54","","","","0"
"1987","Outside Canada","","Gross domestic product at market prices","Dollars","81","millions","6","v62783415","15.14","677","","","","0"
"1988","Canada","2016A000011124","Compensation of employees","Dollars","81","millions","6","v62783206","1.1","325358","","","","0"
"1988","Canada","2016A000011124","Wages and salaries","Dollars","81","millions","6","v62783207","1.2","294949","","","","0"
"1988","Canada","2016A000011124","Employers' social contributions","Dollars","81","millions","6","v62783208","1.3","30409","","","","0"
"1988","Canada","2016A000011124","Gross operating surplus","Dollars","81","millions","6","v62783209","1.4","152127","","","","0"
"1988","Canada","2016A000011124","Net operating surplus: corporations","Dollars","81","millions","6","v62783210","1.5","78295","","","","0"
"1988","Canada","2016A000011124","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783211","1.6","56303","","","","0"
"1988","Canada","2016A000011124","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783212","1.7","17529","","","","0"
"1988","Canada","2016A000011124","Gross mixed income","Dollars","81","millions","6","v62783213","1.8","78664","","","","0"
"1988","Canada","2016A000011124","Net mixed income","Dollars","81","millions","6","v62783214","1.9","60398","","","","0"
"1988","Canada","2016A000011124","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783215","1.10","18266","","","","0"
"1988","Canada","2016A000011124","Taxes less subsidies on production","Dollars","81","millions","6","v62783216","1.11","26839","","","","0"
"1988","Canada","2016A000011124","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783217","1.12","44935","","","","0"
"1988","Canada","2016A000011124","Statistical discrepancy","Dollars","81","millions","6","v62783218","1.13","-1029","","","","0"
"1988","Canada","2016A000011124","Gross domestic product at market prices","Dollars","81","millions","6","v62783219","1.14","626894","","","","0"
"1988","Newfoundland and Labrador","2016A000210","Compensation of employees","Dollars","81","millions","6","v62783220","2.1","4470","","","","0"
"1988","Newfoundland and Labrador","2016A000210","Wages and salaries","Dollars","81","millions","6","v62783221","2.2","4054","","","","0"
"1988","Newfoundland and Labrador","2016A000210","Employers' social contributions","Dollars","81","millions","6","v62783222","2.3","416","","","","0"
"1988","Newfoundland and Labrador","2016A000210","Gross operating surplus","Dollars","81","millions","6","v62783223","2.4","1823","","","","0"
"1988","Newfoundland and Labrador","2016A000210","Net operating surplus: corporations","Dollars","81","millions","6","v62783224","2.5","277","","","","0"
"1988","Newfoundland and Labrador","2016A000210","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783225","2.6","1125","","","","0"
"1988","Newfoundland and Labrador","2016A000210","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783226","2.7","421","","","","0"
"1988","Newfoundland and Labrador","2016A000210","Gross mixed income","Dollars","81","millions","6","v62783227","2.8","1213","","","","0"
"1988","Newfoundland and Labrador","2016A000210","Net mixed income","Dollars","81","millions","6","v62783228","2.9","1001","","","","0"
"1988","Newfoundland and Labrador","2016A000210","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783229","2.10","212","","","","0"
"1988","Newfoundland and Labrador","2016A000210","Taxes less subsidies on production","Dollars","81","millions","6","v62783230","2.11","201","","","","0"
"1988","Newfoundland and Labrador","2016A000210","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783231","2.12","886","","","","0"
"1988","Newfoundland and Labrador","2016A000210","Statistical discrepancy","Dollars","81","millions","6","v62783232","2.13","-14","","","","0"
"1988","Newfoundland and Labrador","2016A000210","Gross domestic product at market prices","Dollars","81","millions","6","v62783233","2.14","8579","","","","0"
"1988","Prince Edward Island","2016A000211","Compensation of employees","Dollars","81","millions","6","v62783234","3.1","1015","","","","0"
"1988","Prince Edward Island","2016A000211","Wages and salaries","Dollars","81","millions","6","v62783235","3.2","928","","","","0"
"1988","Prince Edward Island","2016A000211","Employers' social contributions","Dollars","81","millions","6","v62783236","3.3","87","","","","0"
"1988","Prince Edward Island","2016A000211","Gross operating surplus","Dollars","81","millions","6","v62783237","3.4","347","","","","0"
"1988","Prince Edward Island","2016A000211","Net operating surplus: corporations","Dollars","81","millions","6","v62783238","3.5","162","","","","0"
"1988","Prince Edward Island","2016A000211","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783239","3.6","104","","","","0"
"1988","Prince Edward Island","2016A000211","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783240","3.7","81","","","","0"
"1988","Prince Edward Island","2016A000211","Gross mixed income","Dollars","81","millions","6","v62783241","3.8","424","","","","0"
"1988","Prince Edward Island","2016A000211","Net mixed income","Dollars","81","millions","6","v62783242","3.9","342","","","","0"
"1988","Prince Edward Island","2016A000211","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783243","3.10","81","","","","0"
"1988","Prince Edward Island","2016A000211","Taxes less subsidies on production","Dollars","81","millions","6","v62783244","3.11","35","","","","0"
"1988","Prince Edward Island","2016A000211","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783245","3.12","105","","","","0"
"1988","Prince Edward Island","2016A000211","Statistical discrepancy","Dollars","81","millions","6","v62783246","3.13","20","","","","0"
"1988","Prince Edward Island","2016A000211","Gross domestic product at market prices","Dollars","81","millions","6","v62783247","3.14","1946","","","","0"
"1988","Nova Scotia","2016A000212","Compensation of employees","Dollars","81","millions","6","v62783248","4.1","8610","","","","0"
"1988","Nova Scotia","2016A000212","Wages and salaries","Dollars","81","millions","6","v62783249","4.2","7844","","","","0"
"1988","Nova Scotia","2016A000212","Employers' social contributions","Dollars","81","millions","6","v62783250","4.3","766","","","","0"
"1988","Nova Scotia","2016A000212","Gross operating surplus","Dollars","81","millions","6","v62783251","4.4","3121","","","","0"
"1988","Nova Scotia","2016A000212","Net operating surplus: corporations","Dollars","81","millions","6","v62783252","4.5","796","","","","0"
"1988","Nova Scotia","2016A000212","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783253","4.6","1559","","","","0"
"1988","Nova Scotia","2016A000212","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783254","4.7","766","","","","0"
"1988","Nova Scotia","2016A000212","Gross mixed income","Dollars","81","millions","6","v62783255","4.8","2459","","","","0"
"1988","Nova Scotia","2016A000212","Net mixed income","Dollars","81","millions","6","v62783256","4.9","2002","","","","0"
"1988","Nova Scotia","2016A000212","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783257","4.10","457","","","","0"
"1988","Nova Scotia","2016A000212","Taxes less subsidies on production","Dollars","81","millions","6","v62783258","4.11","471","","","","0"
"1988","Nova Scotia","2016A000212","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783259","4.12","1345","","","","0"
"1988","Nova Scotia","2016A000212","Statistical discrepancy","Dollars","81","millions","6","v62783260","4.13","-46","","","","0"
"1988","Nova Scotia","2016A000212","Gross domestic product at market prices","Dollars","81","millions","6","v62783261","4.14","15960","","","","0"
"1988","New Brunswick","2016A000213","Compensation of employees","Dollars","81","millions","6","v62783262","5.1","6479","","","","0"
"1988","New Brunswick","2016A000213","Wages and salaries","Dollars","81","millions","6","v62783263","5.2","5878","","","","0"
"1988","New Brunswick","2016A000213","Employers' social contributions","Dollars","81","millions","6","v62783264","5.3","601","","","","0"
"1988","New Brunswick","2016A000213","Gross operating surplus","Dollars","81","millions","6","v62783265","5.4","3388","","","","0"
"1988","New Brunswick","2016A000213","Net operating surplus: corporations","Dollars","81","millions","6","v62783266","5.5","1710","","","","0"
"1988","New Brunswick","2016A000213","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783267","5.6","1168","","","","0"
"1988","New Brunswick","2016A000213","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783268","5.7","510","","","","0"
"1988","New Brunswick","2016A000213","Gross mixed income","Dollars","81","millions","6","v62783269","5.8","1564","","","","0"
"1988","New Brunswick","2016A000213","Net mixed income","Dollars","81","millions","6","v62783270","5.9","1251","","","","0"
"1988","New Brunswick","2016A000213","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783271","5.10","313","","","","0"
"1988","New Brunswick","2016A000213","Taxes less subsidies on production","Dollars","81","millions","6","v62783272","5.11","337","","","","0"
"1988","New Brunswick","2016A000213","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783273","5.12","1169","","","","0"
"1988","New Brunswick","2016A000213","Statistical discrepancy","Dollars","81","millions","6","v62783274","5.13","-67","","","","0"
"1988","New Brunswick","2016A000213","Gross domestic product at market prices","Dollars","81","millions","6","v62783275","5.14","12870","","","","0"
"1988","Quebec","2016A000224","Compensation of employees","Dollars","81","millions","6","v62783276","6.1","75447","","","","0"
"1988","Quebec","2016A000224","Wages and salaries","Dollars","81","millions","6","v62783277","6.2","68079","","","","0"
"1988","Quebec","2016A000224","Employers' social contributions","Dollars","81","millions","6","v62783278","6.3","7368","","","","0"
"1988","Quebec","2016A000224","Gross operating surplus","Dollars","81","millions","6","v62783279","6.4","34201","","","","0"
"1988","Quebec","2016A000224","Net operating surplus: corporations","Dollars","81","millions","6","v62783280","6.5","18628","","","","0"
"1988","Quebec","2016A000224","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783281","6.6","11709","","","","0"
"1988","Quebec","2016A000224","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783282","6.7","3864","","","","0"
"1988","Quebec","2016A000224","Gross mixed income","Dollars","81","millions","6","v62783283","6.8","16071","","","","0"
"1988","Quebec","2016A000224","Net mixed income","Dollars","81","millions","6","v62783284","6.9","12559","","","","0"
"1988","Quebec","2016A000224","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783285","6.10","3512","","","","0"
"1988","Quebec","2016A000224","Taxes less subsidies on production","Dollars","81","millions","6","v62783286","6.11","7666","","","","0"
"1988","Quebec","2016A000224","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783287","6.12","11123","","","","0"
"1988","Quebec","2016A000224","Statistical discrepancy","Dollars","81","millions","6","v62783288","6.13","-782","","","","0"
"1988","Quebec","2016A000224","Gross domestic product at market prices","Dollars","81","millions","6","v62783289","6.14","143726","","","","0"
"1988","Ontario","2016A000235","Compensation of employees","Dollars","81","millions","6","v62783290","7.1","140977","","","","0"
"1988","Ontario","2016A000235","Wages and salaries","Dollars","81","millions","6","v62783291","7.2","127544","","","","0"
"1988","Ontario","2016A000235","Employers' social contributions","Dollars","81","millions","6","v62783292","7.3","13433","","","","0"
"1988","Ontario","2016A000235","Gross operating surplus","Dollars","81","millions","6","v62783293","7.4","58448","","","","0"
"1988","Ontario","2016A000235","Net operating surplus: corporations","Dollars","81","millions","6","v62783294","7.5","31617","","","","0"
"1988","Ontario","2016A000235","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783295","7.6","20306","","","","0"
"1988","Ontario","2016A000235","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783296","7.7","6525","","","","0"
"1988","Ontario","2016A000235","Gross mixed income","Dollars","81","millions","6","v62783297","7.8","29217","","","","0"
"1988","Ontario","2016A000235","Net mixed income","Dollars","81","millions","6","v62783298","7.9","22057","","","","0"
"1988","Ontario","2016A000235","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783299","7.10","7160","","","","0"
"1988","Ontario","2016A000235","Taxes less subsidies on production","Dollars","81","millions","6","v62783300","7.11","11339","","","","0"
"1988","Ontario","2016A000235","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783301","7.12","21152","","","","0"
"1988","Ontario","2016A000235","Statistical discrepancy","Dollars","81","millions","6","v62783302","7.13","-367","","","","0"
"1988","Ontario","2016A000235","Gross domestic product at market prices","Dollars","81","millions","6","v62783303","7.14","260766","","","","0"
"1988","Manitoba","2016A000246","Compensation of employees","Dollars","81","millions","6","v62783304","8.1","11263","","","","0"
"1988","Manitoba","2016A000246","Wages and salaries","Dollars","81","millions","6","v62783305","8.2","10226","","","","0"
"1988","Manitoba","2016A000246","Employers' social contributions","Dollars","81","millions","6","v62783306","8.3","1037","","","","0"
"1988","Manitoba","2016A000246","Gross operating surplus","Dollars","81","millions","6","v62783307","8.4","5490","","","","0"
"1988","Manitoba","2016A000246","Net operating surplus: corporations","Dollars","81","millions","6","v62783308","8.5","3131","","","","0"
"1988","Manitoba","2016A000246","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783309","8.6","1690","","","","0"
"1988","Manitoba","2016A000246","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783310","8.7","669","","","","0"
"1988","Manitoba","2016A000246","Gross mixed income","Dollars","81","millions","6","v62783311","8.8","3430","","","","0"
"1988","Manitoba","2016A000246","Net mixed income","Dollars","81","millions","6","v62783312","8.9","2611","","","","0"
"1988","Manitoba","2016A000246","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783313","8.10","819","","","","0"
"1988","Manitoba","2016A000246","Taxes less subsidies on production","Dollars","81","millions","6","v62783314","8.11","1108","","","","0"
"1988","Manitoba","2016A000246","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783315","8.12","1212","","","","0"
"1988","Manitoba","2016A000246","Statistical discrepancy","Dollars","81","millions","6","v62783316","8.13","-35","","","","0"
"1988","Manitoba","2016A000246","Gross domestic product at market prices","Dollars","81","millions","6","v62783317","8.14","22467","","","","0"
"1988","Saskatchewan","2016A000247","Compensation of employees","Dollars","81","millions","6","v62783318","9.1","8630","","","","0"
"1988","Saskatchewan","2016A000247","Wages and salaries","Dollars","81","millions","6","v62783319","9.2","7943","","","","0"
"1988","Saskatchewan","2016A000247","Employers' social contributions","Dollars","81","millions","6","v62783320","9.3","687","","","","0"
"1988","Saskatchewan","2016A000247","Gross operating surplus","Dollars","81","millions","6","v62783321","9.4","5621","","","","0"
"1988","Saskatchewan","2016A000247","Net operating surplus: corporations","Dollars","81","millions","6","v62783322","9.5","2891","","","","0"
"1988","Saskatchewan","2016A000247","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62783323","9.6","2067","","","","0"
"1988","Saskatchewan","2016A000247","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62783324","9.7","663","","","","0"
"1988","Saskatchewan","2016A000247","Gross mixed income","Dollars","81","millions","6","v62783325","9.8","4032","","","","0"
"1988","Saskatchewan","2016A000247","Net mixed income","Dollars","81","millions","6","v62783326","9.9","2861","","","","0"
"1988","Saskatchewan","2016A000247","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62783327","9.10","1170","","","","0"
"1988","Saskatchewan","2016A000247","Taxes less subsidies on production","Dollars","81","millions","6","v62783328","9.11","643","","","","0"
"1988","Saskatchewan","2016A000247","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62783329","9.12","308","","","","0"
"1988","Saskatchewan","2016A000247","Statistical discrepancy","Dollars","81","millions","6","v62783330","9.13","-79","","","","0"
"1988","Saskatchewan","2016A000247","Gross domestic product at market prices","Dollars","81","millions","6","v62783331","9.14","19154","","","","0"
"1988","Alberta","2016A000248","Compensation of employees","Dollars","81","millions","6","v62783332","10.1","30339","","","","0"
"1988","Alberta","2016A000248","Wages and salaries","Dollars","81","millions","6","v62783333","10.2","27797","","","","0"
"1988","Alberta","2016A000248","Employers' social contributions","Dollars","81","millions","6","v62783334","10.3","2542","","","","0"
"1988","Alberta","2016A000248","Gross operating surplus","Dollars","81","millions","6","v62783335","10.4","22624","","","","0"
"1988","Alberta","2016A000248","Net operating surplus: corporations","Dollars","81","millions","6","v62783336","10.5","11290","","","","0"
